0.0,0.0,0.0,0.0,0.0,0.0,0
0.20356552,0.3021752,0.9182416,0.0,0.0,0.0,0
0.22113954,0.30608052,0.8840699,0.0,0.0,0.0,0
0.21918687,0.30608052,0.91726524,0.0,0.0,0.0,0
0.26605085,0.3431812,0.87723553,0.0,0.0,0.0,0
0.4945129,0.43007487,0.6966139,0.0,0.0,0.0,0
0.6819689,0.42909855,0.5687142,0.0,0.0,0.0,0
0.6819689,0.42909855,0.5687142,-2.8631256,-1.6193305,0.6658431,123
0.6819689,0.42909855,0.5687142,-14.115874,-2.2532132,-0.19975294,42
0.8079159,-0.2640982,-0.2582402,-14.115874,-2.2532132,-0.19975294,42
0.8079159,-0.2640982,-0.2582402,-3.731385,-1.1186165,-0.2903076,323
0.8079159,-0.2640982,-0.2582402,8.099316,0.3781989,1.4861618,127
0.8664959,-0.7835076,-0.49939454,8.099316,0.3781989,1.4861618,127
0.8664959,-0.7835076,-0.49939454,15.090669,0.43412971,-1.1052996,119
0.8664959,-0.7835076,-0.49939454,-2.1040642,-0.18643607,-0.25568378,310
0.90457296,0.38125822,0.25628752,-2.1040642,-0.18643607,-0.25568378,310
0.90457296,0.38125822,0.25628752,-17.90319,-1.2704287,0.7670513,116
0.94167364,0.44960156,-0.12936419,-17.90319,-1.2704287,0.7670513,116
0.94167364,0.44960156,-0.12936419,7.465433,-0.41548613,1.0786659,175
0.94167364,0.44960156,-0.12936419,20.683752,0.49006054,-1.294399,294
0.85185087,0.5862882,0.33537054,20.683752,0.49006054,-1.294399,294
0.85185087,0.5862882,0.33537054,-2.7193034,-0.45277333,0.18377271,138
0.85185087,0.5862882,0.33537054,-2.4210057,-0.18643607,0.0,100
0.7835076,0.31486753,-0.1332695,-2.4210057,-0.18643607,0.0,100
0.7835076,0.31486753,-0.1332695,-15.84174,-1.1745473,-0.9241903,123
0.7835076,0.31486753,-0.1332695,-2.8045313,0.17578259,-0.35422856,306
0.7835076,0.31486753,-0.1332695,3.5769093,-0.093218036,0.48739716,92
0.88602257,-0.81377393,-0.2260212,3.5769093,-0.093218036,0.48739716,92
0.88602257,-0.81377393,-0.2260212,21.352259,-0.045277335,-0.55930823,83
0.88602257,-0.81377393,-0.2260212,-3.102829,-0.14115874,-0.41015938,67
0.84794563,0.3197492,0.23676087,-3.102829,-0.14115874,-0.41015938,67
0.84794563,0.3197492,0.23676087,-15.306402,-0.9987647,-0.6978036,229
0.96901095,-0.2728852,0.045399506,-15.306402,-0.9987647,-0.6978036,229
0.96901095,-0.2728852,0.045399506,12.075731,-0.2130698,1.0786659,108
0.96901095,-0.2728852,0.045399506,10.919827,-0.02130698,-0.7084571,114
0.9543659,0.4095719,0.32463086,10.919827,-0.02130698,-0.7084571,114
0.9543659,0.4095719,0.32463086,-2.9057395,-0.18110934,0.0026633726,301
0.9543659,0.4095719,0.32463086,-12.360712,-0.9002199,-0.15447561,93
1.3234199,0.79717624,-1.393716,-12.360712,-0.9002199,-0.15447561,93
1.3234199,0.79717624,-1.393716,2.8151848,-0.15181224,0.72443736,105
0.8430639,-0.2963172,-0.2933882,2.8151848,-0.15181224,0.72443736,105
0.8430639,-0.2963172,-0.2933882,16.877792,0.39151576,-0.46875358,284
0.9270286,0.24457154,0.32365453,16.877792,0.39151576,-0.46875358,284
0.9270286,0.24457154,0.32365453,-2.6979964,-0.43412971,-0.098544784,314
0.9270286,0.24457154,0.32365453,-2.8791058,0.24503027,-0.02130698,349
0.9270286,0.24457154,0.32365453,-3.2226808,-0.8389624,-0.3302582,323
0.9397209,-0.2494532,0.052233838,-3.2226808,-0.8389624,-0.3302582,323
0.9397209,-0.2494532,0.052233838,3.8672168,-0.117188394,0.80966526,112
0.9397209,-0.2494532,0.052233838,9.585478,0.292971,-0.9215269,294
0.88699895,0.29143554,0.31877288,9.585478,0.292971,-0.9215269,294
0.88699895,0.29143554,0.31877288,-2.4316592,-0.087891296,0.05326745,114
0.88699895,0.29143554,0.31877288,-12.320762,-0.52734774,-0.4181495,24
0.46717554,0.53356624,-0.91140723,-12.320762,-0.52734774,-0.4181495,24
0.46717554,0.53356624,-0.91140723,3.3691664,-0.111861646,0.54599136,298
1.0051353,0.26897985,0.095192514,3.3691664,-0.111861646,0.54599136,298
1.0051353,0.26897985,0.095192514,10.467054,0.42081288,-0.26633725,116
0.93581563,0.25921652,0.31877288,10.467054,0.42081288,-0.26633725,116
0.93581563,0.25921652,0.31877288,-4.2640595,0.19975294,-0.10919827,282
0.93581563,0.25921652,0.31877288,-11.471146,-0.46342683,-1.0307251,133
0.6341286,0.06394984,-0.7083299,-11.471146,-0.46342683,-1.0307251,133
0.6341286,0.06394984,-0.7083299,-2.3650749,-0.31694132,0.3116146,141
0.6341286,0.06394984,-0.7083299,16.390394,0.26900062,-0.29563436,129
0.96803457,0.2699562,0.4164062,16.390394,0.26900062,-0.29563436,129
0.96803457,0.2699562,0.4164062,-3.2493145,0.031960472,-0.25035703,302
0.29143554,-0.35587353,1.5186867,-3.2493145,0.031960472,-0.25035703,302
0.29143554,-0.35587353,1.5186867,-10.89852,-0.7883583,-1.6459643,110
0.8303716,0.38125822,0.1967312,-10.89852,-0.7883583,-1.6459643,110
0.8303716,0.38125822,0.1967312,11.945226,0.36754543,0.14382212,295
0.97389257,0.33927587,0.49939454,11.945226,0.36754543,0.14382212,295
0.97389257,0.33927587,0.49939454,-6.485312,-0.22638667,-0.2423669,295
0.97389257,0.33927587,0.49939454,-5.5877557,-0.46875358,-0.84162575,100
1.0158749,-0.10983751,0.15767784,-5.5877557,-0.46875358,-0.84162575,100
1.0158749,-0.10983751,0.15767784,10.304588,0.543328,0.13050525,85
0.95046055,0.3021752,0.21528152,10.304588,0.543328,0.13050525,85
0.95046055,0.3021752,0.21528152,-8.671941,-0.793685,-0.43412971,89
0.71614057,0.9719399,-0.51892126,-8.671941,-0.793685,-0.43412971,89
0.71614057,0.9719399,-0.51892126,14.318291,0.14115874,0.17844597,278
1.0022062,0.8098686,0.38809255,14.318291,0.14115874,0.17844597,278
1.0022062,0.8098686,0.38809255,-2.215926,0.061257567,-0.20507969,107
0.99341923,0.39492688,0.30412787,-2.215926,0.061257567,-0.20507969,107
0.99341923,0.39492688,0.30412787,-2.666036,-0.41282275,-0.20507969,289
0.9602239,-0.08640551,-0.017085835,-2.666036,-0.41282275,-0.20507969,289
