0.03981018,-0.17562866,0.98339844,0.0,0.0,0.0,0
0.038345337,-0.16513062,0.98510736,0.0,0.0,0.0,0
0.048355103,-0.16464233,0.9892578,0.0,0.0,0.0,0
0.03224182,-0.15634155,1.0412598,0.0,0.0,0.0,0
0.020523071,-0.18637085,1.0556641,0.0,0.0,0.0,0
0.020523071,-0.18637085,1.0556641,-6.6242456,0.7156982,-0.4140294,220
0.12989807,0.12246704,0.029052734,-6.6242456,0.7156982,-0.4140294,220
0.12989807,0.12246704,0.029052734,-19.702496,0.9500564,-0.6675623,194
0.12989807,0.12246704,0.029052734,-3.3283174,0.17241332,-1.0222954,13
0.06666565,-0.86727905,-0.51123047,-3.3283174,0.17241332,-1.0222954,13
0.06666565,-0.86727905,-0.51123047,11.710573,-0.24727024,0.770559,157
0.123550415,0.22549438,1.0476074,13.210573,-0.24727024,0.770559,157
0.15626526,0.20547484,1.0158691,13.810573,-0.24727024,0.770559,157
0.08961487,0.08169556,0.991455,10.710573,-0.24727024,0.770559,157
0.0952301,-0.021087646,1.032959,11.710573,-0.24727024,0.770559,157
0.096206665,0.07974243,0.9658204,12.710573,-0.24727024,0.770559,157
0.14796448,0.08706665,1.0529785,12.710573,-0.24727024,0.770559,157
0.100112915,0.07827759,1.0024414,13.410573,-0.24727024,0.770559,157
0.24195862,0.052398678,1.0375977,13.210573,-0.24727024,0.770559,157
0.10328675,0.019927979,1.0056152,13.7210573,-0.24727024,0.770559,157
0.088150024,0.030181887,1.0026855,13.310573,-0.24727024,0.770559,157
0.083999634,0.05264282,0.9995117,1.210573,-0.24727024,0.770559,157
0.09059143,0.034332275,1.0083008,13.110573,-0.24727024,0.770559,157
0.002456665,0.0033264162,1.0080566,0.0,0.0,0.0,0
0.0068511963,0.02432251,1.003418,0.0,0.0,0.0,0
-0.0038909912,-9.1552734E-5,0.99121094,0.0,0.0,0.0,0
0.006362915,0.120025635,1.0576172,0.0,0.0,0.0,0
0.028335571,0.31900024,1.1945801,0.0,0.0,0.0,0
0.028335571,0.31900024,1.1945801,-14.655174,1.2299905,-0.09029421,350
0.028335571,0.31900024,1.1945801,2.852442,-0.26243374,-0.8114729,346
-0.015365601,-0.72250366,-0.4633789,2.852442,-0.26243374,-0.8114729,346
-0.015365601,-0.72250366,-0.4633789,3.8122454,0.3138743,0.07589237,156
-0.015365601,-0.72250366,-0.4633789,15.51737,-0.10583988,0.5446087,155
-0.11082459,-0.96591187,-0.37402344,15.51737,-0.10583988,0.5446087,155
0.16334534,0.27700806,0.994873,15.51737,-0.10583988,0.5446087,155
0.10206603,0.2027893,0.93237305,15.51737,-0.10583988,0.5446087,155
0.0717926,0.11685181,0.9814453,15.51737,-0.10583988,0.5446087,155
0.057632446,0.12124634,0.9946289,15.51737,-0.10583988,0.5446087,155
0.048599243,0.10171509,0.99096674,15.51737,-0.10583988,0.5446087,155
0.07765198,0.11489869,0.9995117,15.51737,-0.10583988,0.5446087,155
0.0627594,0.073638916,0.994873,15.51737,-0.10583988,0.5446087,155
0.09864807,0.13052368,1.0439453,15.51737,-0.10583988,0.5446087,155
0.064468384,0.116119385,1.0288086,15.51737,-0.10583988,0.5446087,155
0.04786682,0.111724846,1.0014648,15.51737,-0.10583988,0.5446087,155
0.045181274,0.08999634,1.0039063,15.51737,-0.10583988,0.5446087,155
0.055435177,0.097076416,1.0024414,15.51737,-0.10583988,0.5446087,155
-0.010482788,-0.0418396,1.0170898,0.0,0.0,0.0,0
-0.0068206787,-0.048675537,1.0053711,0.0,0.0,0.0,0
-0.015853882,-0.053070065,1.0087891,0.0,0.0,0.0,0
-0.002670288,-0.047943115,1.0073242,0.0,0.0,0.0,0
0.011001587,-0.025970457,1.0107422,0.0,0.0,0.0,0
